dataset_name,client_num,n_estimators_client,num_rounds,xgb_max_depth,CNN_lr,best_res,best_res_round_num,num_iterations,method,source_file,subsample,learning_rate,colsample_bylevel,colsample_bynode,colsample_bytree,alpha,gamma,num_parallel_tree,min_child_weight,result_train,result_test,round,test_loss,test_accuracy,dtype,input,output,ulperrortol,seed, 0x0, 0xdeadbeaf
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,4.0,2.279875163060085,17.894108280254777,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,5.0,2.2197504362482934,22.611464968152863,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,6.0,2.2299284524978344,22.452229299363054,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,7.0,2.151672484768424,23.34792993630573,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,8.0,2.1276805469184925,23.49721337579618,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,9.0,2.065973486110663,24.631767515923567,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,10.0,2.052775156725744,25.59713375796178,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,11.0,2.009746896233528,26.721735668789808,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,12.0,1.9883707617498507,27.01035031847134,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,13.0,1.9531764012233468,27.796576433121015,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,14.0,1.9071630178743104,29.2296974522293,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,15.0,1.876746218675261,29.777070063694268,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,16.0,1.8737761047995012,30.1453025477707,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,17.0,1.846451552810183,30.483678343949045,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,18.0,1.83220576101048,30.85191082802548,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,19.0,1.7922369484688825,31.090764331210192,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,20.0,1.8224596157195465,30.04578025477707,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,21.0,1.784379183107121,31.76751592356688,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,22.0,1.7658010258036814,32.235270700636946,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,23.0,1.8049863964129405,31.76751592356688,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,24.0,1.7568811413588796,32.76273885350319,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,25.0,1.7673401020135089,32.87221337579618,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,26.0,1.7579622769811352,33.29020700636943,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,27.0,1.7580280941762745,33.34992038216561,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,28.0,1.7140811590632057,33.94705414012739,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,29.0,1.7284819236986195,33.89729299363057,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,30.0,1.700789044617088,34.15605095541401,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,31.0,1.709962351306988,34.43471337579618,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,32.0,1.717351643902481,34.66361464968153,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,33.0,1.6786175229746825,35.45979299363057,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,34.0,1.695272623353703,34.57404458598726,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,35.0,1.661523063471363,36.0171178343949,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,36.0,1.6674412929328384,35.63893312101911,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,37.0,1.6743384090958129,36.116640127388536,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,38.0,1.6675573777241313,36.80334394904459,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,39.0,1.6787500070158845,36.49482484076433,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,40.0,1.6177796930264516,36.79339171974522,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,41.0,1.6542351329402558,38.21656050955414,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,42.0,1.6106772977075758,38.39570063694268,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,43.0,1.6580979565905918,38.61464968152866,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,44.0,1.6332269739952816,39.998009554140125,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,45.0,1.593655705451965,40.39609872611465,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,46.0,1.591683250323982,41.580414012738856,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,47.0,1.5719889280902353,41.57046178343949,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,48.0,1.5471103320455857,42.535828025477706,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,49.0,1.5621040695032495,42.05812101910828,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,50.0,1.520982987561803,44.2078025477707,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,51.0,1.4957173174353922,43.96894904458599,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,52.0,1.4990265604796682,45.00398089171974,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,53.0,1.5111556645411597,45.64092356687898,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,54.0,1.4874515920687632,45.0437898089172,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,55.0,1.4900690696801349,46.02906050955414,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,56.0,1.51576683779431,46.59633757961783,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,57.0,1.468987718509261,46.62619426751592,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,58.0,1.479781169800242,48.29816878980892,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,59.0,1.460758952578162,47.12380573248408,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,60.0,1.4410910849358625,47.223328025477706,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,61.0,1.4226612581568918,48.48726114649681,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,62.0,1.4432850612956247,48.63654458598726,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,63.0,1.3650160412879506,48.228503184713375,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,64.0,1.3994311018354575,49.15406050955414,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,65.0,1.3955133561116115,50.06966560509554,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,66.0,1.374841669562516,50.16918789808917,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,67.0,1.4088256480587515,50.61703821656051,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,68.0,1.3724694753148754,51.58240445859872,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,69.0,1.3445962610518096,50.94546178343949,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,70.0,1.3706591641826995,52.41839171974522,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,71.0,1.333726993032322,52.42834394904459,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,72.0,1.3502553598895954,52.61743630573248,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,73.0,1.3159747696985864,53.37380573248408,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,74.0,1.3027941614958891,54.02070063694268,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,75.0,1.2333634283132613,55.92157643312102,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,76.0,1.2661075337677246,55.37420382165605,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,77.0,1.297987933371477,54.81687898089172,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,78.0,1.251036716874238,55.264729299363054,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,79.0,1.2628659693298825,55.21496815286624,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,80.0,1.2736652166980087,55.513535031847134,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,81.0,1.2519430351105465,56.4390923566879,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,82.0,1.2493545804054114,56.64808917197452,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,83.0,1.2409714384443442,56.22014331210191,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,84.0,1.2405882109502318,57.19546178343949,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,85.0,1.212063352013849,58.06130573248408,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,86.0,1.2441290187987553,56.78742038216561,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,87.0,1.2231275526581296,57.494028662420384,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,88.0,1.2066541686179533,58.07125796178344,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,89.0,1.241719577342841,57.90207006369427,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,90.0,1.2056097908384482,58.52906050955414,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,91.0,1.195898252307989,59.1859076433121,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,92.0,1.1796605051702755,59.35509554140128,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,93.0,1.2191244511847283,57.25517515923567,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,94.0,1.156902652257567,60.2906050955414,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,95.0,1.1701958308554,59.62380573248408,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,96.0,1.1665378019308588,59.48447452229299,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,97.0,1.183908778391067,59.77308917197452,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,98.0,1.1945306704302503,60.330414012738856,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,99.0,1.1298365050060737,61.69386942675159,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/proximal_fedavg_varEpoch_False_seed_3_Dec3.csv,,,,,,,,,,,,100.0,1.1383399238252336,61.80334394904459,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,1.0,2.322763842382249,9.952229299363058,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,2.0,2.3703218645350947,9.952229299363058,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,3.0,2.305315975930281,13.525079617834397,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,4.0,2.2346230828837985,13.813694267515924,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,5.0,2.165205067130411,14.759156050955411,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,6.0,2.0943724638337544,17.565684713375795,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,7.0,2.0491420433020138,19.91441082802548,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,8.0,2.037385205554355,20.08359872611465,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,9.0,1.9533660297940487,23.88535031847134,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,10.0,1.937673883832944,24.12420382165605,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,11.0,1.8697852116481517,26.16441082802548,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,12.0,1.842885736447231,26.87101910828025,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,13.0,1.8031171180640055,29.47850318471337,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,14.0,1.7931042476824135,31.747611464968152,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,15.0,1.7688921682394234,30.951433121019107,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,16.0,1.7410383285230893,32.633359872611464,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,17.0,1.7084242781256411,33.20063694267516,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,18.0,1.7030811438894575,33.61863057324841,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,19.0,1.6533867363717143,34.54418789808917,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,20.0,1.6235538341437177,36.23606687898089,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,21.0,1.6044816234309205,37.34076433121019,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,22.0,1.5849255725836298,36.873009554140125,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,23.0,1.578064128851435,38.455414012738856,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,24.0,1.5343565371385806,38.95302547770701,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,25.0,1.5237641266197155,39.49044585987261,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,26.0,1.4890718885288117,41.02308917197452,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,27.0,1.4745662584426298,41.13256369426752,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,28.0,1.4503213607581558,41.809315286624205,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,29.0,1.4213654250855658,42.44625796178344,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,30.0,1.40902396144381,43.45143312101911,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,31.0,1.394247982912003,43.38176751592356,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,32.0,1.3737070309888026,44.51632165605096,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,33.0,1.3657795775468182,44.44665605095541,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,34.0,1.3372811845913055,46.11863057324841,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,35.0,1.331333041950396,45.53144904458599,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,36.0,1.299177734715164,47.62141719745223,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,37.0,1.306782241839512,46.28781847133758,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,38.0,1.2744887816678188,47.11385350318472,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,39.0,1.257157899391879,49.761146496815286,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,40.0,1.2404180210866746,49.14410828025478,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,41.0,1.2120001877948736,52.03025477707006,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,42.0,1.2188678258543562,51.59235668789809,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,43.0,1.200811847000365,53.02547770700637,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,44.0,1.1879403374756976,53.75199044585988,,,,,,,
,,,,,,,,,fedavg,baselines/fednova/fednova/results/momentum_fedavg_varEpoch_False_seed_5_Dec3.csv,,,,,,,,,,,,45.0,1.1548014488189844,56.21019108280255,,,,,,,
